97	2023-06-29	0386-10	формування складу в сеарч	№сл-ВГК- 00527	Службова записка	1	1	1.00	4.00	100	0	360	27	13
98	2023-06-29	0864-23	Корегування	РН18.079.60.00 CБ, РН18.079.60.00	Подшипник опорно-упорный	8	1	8.00	1.00	100	0	20	43	2
99	2023-06-29	0533-14	Розробка 3D моделі рами фундаментної	ГМ17.245.190.00-150 МД	Рама фундаментная	0	0	0.00	8.00	60	0	110	59	1
100	2023-06-29	0864-23	Розробка креслення насоса	РН18.078.10.00 СБ	Насос КсВ 1250-45	8	2	1.60	3.00	10	0	20	43	1
101	2023-06-29	0337-124	В цехе №5 провел совещание по несоответствию КД. Вынесли решение доработать состав.	Н18.24.70.00	–	0	0	0.00	0.50	100	0	390	44	3
102	2023-06-30	0533-14	Розробка 3D моделі рами фундаментної	ГМ17.245.190.00-150 МД	Рама фундаментная	0	0	0.00	8.00	100	0	110	59	1
103	2023-07-03	0863-35	Розробка креслення насоса	РН18.079.10.00 СБ	Насос КсВ 1150-90	8	2	16.00	8.00	100	0	20	43	1
104	2023-07-03	0533-14	Розробка креслення перемички	ГМ17.245.191.02-150	Перемичка	2	1	2.00	1.00	100	0	10	59	1
105	2023-07-03	0533-14	Розробка креслення балки	ГМ17.245.191.01-150	Балка	2	1	2.00	1.00	100	0	10	59	1
106	2023-07-03	0533-14	Розробка специфікації плити	ГМ17.245.191.00-150	Плита	1	1	1.00	1.00	100	0	160	59	1
107	2023-07-03	0533-14	Розробка креслення плити	ГМ17.245.191.00-150 СБ	Плита	2	3	6.00	4.00	100	0	20	59	1
108	2023-07-03	0533-14	Перевірка креслення перемички	ГМ17.245.191.02-150	Перемичка	2	1	2.00	0.20	100	0	10	59	11
109	2023-07-03	0533-14	Перевірка креслення балки	ГМ17.245.191.01-150	Балка	2	1	2.00	0.20	100	0	10	59	11
110	2023-07-03	0533-14	Перевірка специфікації плити	ГМ17.245.191.00-150	Плита	1	1	1.00	0.10	100	0	160	59	11
111	2023-07-03	0533-14	Перевірка креслення плити	ГМ17.245.191.00-150 СБ	Плита	2	3	6.00	0.50	100	0	20	59	11
112	2023-07-03	0005-1891	формування складу графика №2007 в сеарч	График з-ч №2007_PZ	Запасные части	0	0	0.00	4.00	100	0	390	27	12
113	2023-07-03	0005-1891	контроль качества рабочих колес	–	–	0	0	0.00	1.50	40	0	390	27	3
114	2023-07-03	0533-14	Габаритне креслення, підбір приборів КІП і А	–	–Габаритне креслення	2	3	6.00	6.00	100	0	100	54	13
115	2023-07-03	ПР0005	телефони запити	–	–	0	0	0.00	0.50	100	0	390	27	12
116	2023-07-03	0533-14	Стосовно розробки документаціі	–	–	0	0	0.00	2.00	100	0	460	54	7
117	2023-07-03	ПР0001	Проработка ПЧ насосов для обеспечения параметров насоса Q = 4400 м3/ч Н = 80 м NPSHR = 6 м	–	–	0	0	0.00	8.00	100	0	100	19	7
118	2023-07-03	ПР0005	проверка КД	Н06.209.000.00-60 ПС, РЄ	Паспорт, руководство по єксплуатации	1	98	98.00	1.00	100	0	390	27	12
119	2023-06-28	0337-124	Подготовка рекомендаций по изготовлению ответных фланцев с крепежом	Н18.24.10.00	–	0	0	0.00	2.00	100	0	390	44	13
120	2023-07-04	0533-14	Розробка креслення боковини	ГМ17.245.192.03-150	Боковина	1	3	3.00	2.00	100	0	10	59	1
121	2023-07-04	0533-14	Розробка креслення поперечина	ГМ17.245.192.02-150	Поперечина	2	1	2.00	1.00	100	0	10	59	1
122	2023-07-04	0533-14	Розробка креслення платик	ГМ17.245.192.01-150	Платик	1	1	1.00	1.00	100	0	10	59	1
123	2023-07-04	0533-14	Розробка специфікації стойка насоса	ГМ17.245.192.00-150	Стойка насоса	1	4	4.00	1.00	100	0	160	59	1
124	2023-07-04	0533-14	Розробка креслення стойки насоса	ГМ17.245.192.00-150 СБ	Стойка насоса	4	1	1.60	3.00	40	0	20	59	1
126	2023-07-04	0863-35	Розробка креслення насоса	РН18.079.10.00 СБ	Насос КсВ 1150-90	8	2	16.00	5.00	100	0	20	43	1
127	2023-07-04	0863-35	Корегування	РН18.079.00.00 МЧ	Насос КсВ 1150-90	8	2	16.00	3.00	100	0	20	43	2
130	2023-07-03	0337-124	См. служебную записку № сл-ОГК-00542 от 4.07.2023г.	№ сл-ОГК-00542 от 4.07.2023г.	–	0	0	0.00	8.00	80	0	360	44	13
132	2023-07-04	0337-124	См. служебную записку № сл-ОГК-00542 от 4.07.2023г.	№ сл-ОГК-00542 от 4.07.2023г.	–	0	0	0.00	4.00	20	0	360	44	13
133	2023-07-04	0864-23	Проверка чертежа в статусе проверяющего	РН18.078.00.00 МЧ, РН18.078.00.00	–	4	4	16.00	0.50	100	0	390	44	11
134	2023-07-04	ПР0005	Проверка 3D-модели проточной части корпуса насоса 14М-8х4	–	–	0	0	0.00	8.00	25	0	110	19	11
135	2023-07-04	0533-14	Опрацювання дозволів	–	–	0	0	0.00	5.00	100	0	340	54	5
136	2023-07-04	0533-14	Перевірка кресення	–	–	0	0	0.00	1.00	100	0	20	54	11
137	2023-07-04	0533-14	Створення сповіщення про зміну	НЭМ56971	–	1	1	1.00	2.00	100	0	250	54	2
138	2023-07-04	0863-35	Проверка чертежа в статусе проверяющего	РН18.079.00.00 МЧ, РН18.079.00.00	–	4	4	16.00	0.50	100	0	50	44	11
139	2023-07-05	0533-14	Перевірка креслення боковини	ГМ17.245.192.03-150	Боковина	1	3	3.00	0.50	100	0	10	59	11
140	2023-07-05	0533-14	Перевірка креслення поперечина	ГМ17.245.192.02-150	Поперечина	2	1	2.00	0.20	100	0	10	59	11
141	2023-07-05	0533-14	Перевірка креслення платик	ГМ17.245.192.01-150	Платик	1	1	1.00	0.10	100	0	10	59	11
142	2023-07-05	0533-14	Перевірка специфікації стойка насоса	ГМ17.245.192.00-150	Стойка насоса	1	4	4.00	0.10	100	0	160	59	11
143	2023-07-05	0533-14	Розробка креслення стойки насоса	ГМ17.245.192.00-150 СБ	Стойка насоса	4	1	4.00	4.00	100	0	20	59	1
144	2023-07-05	0533-14	Перевірка креслення стойки насоса	ГМ17.245.192.00-150 СБ	Стойка насоса	4	1	4.00	1.50	100	0	20	59	11
145	2023-07-05	0863-35	Розробка креслення насоса	РН18.079.10.00 СБ	Насос КсВ 1150-90	8	2	16.00	2.00	100	0	20	43	1
146	2023-07-05	0864-23	Розробка креслення насоса	РН18.078.10.00 СБ	Насос КсВ 1250-45	8	2	1.60	6.00	10	0	20	43	1
147	2023-07-04	0005-1891	формування складу графика №1978 в сеарч	График з-ч №1978_PZ	Запасные части	0	0	0.00	1.50	100	0	130	27	1
148	2023-07-04	0005-1891	контроль качества рабочих колес	–	–	0	0	0.00	3.00	100	0	340	27	5
149	2023-07-04	0941-726	формирование спецификации	Н06.20.00.00-85	–Монтажный черте	1	3	1.80	2.50	60	0	160	27	1
150	2023-07-05	0729-7	Корегування ПЗ згідно СЗ №сл-САПР-00007	РН06.002.000.00-20_PZ_0729-7	–	0	0	0.00	0.20	100	0	460	59	12
151	2023-07-05	0729-9	Корегування ПЗ згідно СЗ №сл-САПР-00007	РН06.002.000.00-20_PZ_0729-9	–	0	0	0.00	0.20	100	0	460	59	12
152	2023-07-05	0729-10	Корегування ПЗ згідно СЗ №сл-САПР-00007	РН06.002.000.00-20_PZ_0729-10	–	0	0	0.00	0.20	100	0	460	59	12
153	2023-07-05	0729-12	Корегування ПЗ згідно СЗ №сл-САПР-00007	РН06.002.000.00-20_PZ_0729-12	–	0	0	0.00	0.20	100	0	460	59	12
154	2023-07-05	0730-7	Корегування ПЗ згідно СЗ №сл-САПР-00007	РН06.001.000.00-20_PZ_0730-7	–	0	0	0.00	0.20	100	0	460	59	12
155	2023-07-05	0730-9	Корегування ПЗ згідно СЗ №сл-САПР-00007	РН06.001.000.00-20_PZ_0730-9	–	0	0	0.00	0.20	100	0	460	59	12
156	2023-07-05	0730-10	Корегування ПЗ згідно СЗ №сл-САПР-00007	РН06.001.000.00-20_PZ_0730-10	–	0	0	0.00	0.20	100	0	460	59	12
157	2023-07-05	0730-12	Корегування ПЗ згідно СЗ №сл-САПР-00007	РН06.001.000.00-20_PZ_0730-12	–	0	0	0.00	0.20	100	0	460	59	12
158	2023-07-05	0005-1891	контроль качества рабочих колес	–	–	0	0	0.00	3.50	70	0	340	27	5
159	2023-07-05	0941-726	агрегат электронасосный АД 6300-80-2 (Q=6000 м3/ч, Н= 81 м)	Н06.20.00.00-85	Спецификация	1	3	3.00	2.50	100	0	160	27	1
160	2023-07-05	0533-14	Проведення випробувань насоса	–	–	0	0	0.00	1.00	100	0	460	54	7
161	2023-07-05	0533-14	Узгодження та видача креслення в ТО	–ГМ17.245.41.120.01	–Вал	2	5	10.00	1.00	100	0	10	54	11
162	2023-07-05	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос Пє 240	4	4	0.48	6.00	3	0	20	54	1
163	2023-07-06	0533-14	Розробка креслення кришки	ГМ17.245.190.02-150	Кришка	1	1	1.00	1.00	100	0	10	59	1
164	2023-07-06	0533-14	Розробка креслення перемички	ГМ17.245.190.01-150	Перемичка	2	1	2.00	1.00	100	0	10	59	1
165	2023-07-06	0533-14	Розробка специфікації рама фундаментная	ГМ17.245.190.00-150	Рама фундаментная	1	2	2.00	1.00	100	0	160	59	1
166	2023-07-06	0533-14	Розробка креслення рама фундаментная	ГМ17.245.190.00-150 СБ	Рама фундаментная	4	3	1.80	5.00	15	0	20	59	1
168	2023-07-06	0864-23	Розробка креслення насоса	РН18.078.10.00 СБ	Насос КсВ 1250-45	8	2	3.20	8.00	20	0	20	43	1
169	2023-07-06	0533-14	Опрацювання дозволів	–	–	0	0	0.00	1.00	100	0	340	54	5
170	2023-07-06	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос Пє 240	4	4	1.60	7.00	10	0	20	54	1
171	2023-07-06	0941-726	разработка МЧ	Н06.20.00.00-85 МЧ	–Монтажный черте	4	5	20.00	4.50	100	0	50	27	1
173	2023-07-05	ПР0005	контроль качества рабочих колес	–	–	0	0	0.00	1.00	40	0	390	27	9
174	2023-07-05	ПР0005	контроль качества рабочих колес	–	–	0	0	0.00	1.00	40	0	390	27	9
175	2023-07-04	0863-35	Проверка чертежа в статусе проверяющего	РН18.079.10.00 СБ, РН18.079.10.00	–	4	4	16.00	0.50	100	0	20	44	11
176	2023-07-04	0864-23	Проверка чертежа в статусе проверяющего	РН18.078.10.00 СБ, РН18.078.10.00	–	4	4	16.00	0.50	100	0	20	44	11
178	2023-07-06	0337-124	Приведение в соответствие отправочной документации согласно выданных рекоменаций	Н18.24.10.00 СБ, Н18.24.10.00	–	8	3	16.80	8.00	70	0	20	44	1
180	2023-07-07	0337-124	Приведение в соответствие отправочной документации согласно выданных рекоменаций	Н18.24.10.00 СБ, Н18.24.10.00	–	8	3	7.20	4.00	30	0	20	44	1
181	2023-07-07	ПР0005	Проверка 3D-модели проточной части корпуса насоса 14М-8х4	–	–	0	0	0.00	8.00	25	0	110	19	11
183	2023-07-07	0533-14	Розробка креслення рама фундаментная	ГМ17.245.190.00-150 СБ	Рама фундаментная	4	3	8.40	8.00	70	0	20	59	1
185	2023-07-07	0787-4	Проверка документа в статусе проверяющего и нормоконтроль	RPR.1183.10UMA.LCB.TM.EC0004 H18.271.100	–	1	444	444.00	0.50	100	0	321	44	11
186	2023-07-07	0337-124	Приведение в соответствие отправочной документации согласно выданных рекоменаций	Н18.24.00.00 МЧ, Н18.24.00.00	–	2	1	1.00	3.00	50	0	50	44	1
187	2023-07-07	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос Пє 240	4	4	2.40	8.00	15	0	20	54	1
188	2023-07-10	0337-124	Приведение в соответствие отправочной документации согласно выданных рекоменаций	Н18.24.00.00 МЧ, Н18.24.00.00	–	2	1	1.00	4.00	50	0	50	44	1
189	2023-07-10	0863-35	Корректировка документации по замечаниям согласующих	РН18.079.10.00 СБ, РН18.079.10.00	–	0	0	0.00	4.00	100	0	20	44	1
190	2023-07-10	0863-35	Узгодження документації з ОГТ	РН18.079.00.00 МЧ,РН18.079.10.00 СБ  т.д	Насос КсВ 1150-90	8	2	16.00	8.00	100	0	20	43	11
191	2023-07-11	0864-23	Розробка креслення насоса	РН18.078.00.00 МЧ	Насос КсВ 1250-45	8	2	16.00	2.00	100	0	20	43	1
192	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.192.03-150	Боковина	1	3	3.00	1.00	100	0	10	59	11
193	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.192.02-150	Поперечина	2	1	2.00	1.00	100	0	10	59	11
194	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.192.01-150	Платик	1	1	1.00	1.00	100	0	10	59	11
195	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.192.00-150 СБ	Стойка насоса	4	1	4.00	1.00	100	0	20	59	11
196	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.192.00-150	Стойка насоса	1	4	4.00	0.50	100	0	160	59	11
197	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.191.02-150	Перемичка	2	1	2.00	1.00	100	0	10	59	11
198	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.191.01-150	Балка	2	1	2.00	1.00	100	0	10	59	11
199	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.191.00-150 СБ	Плита	2	3	6.00	1.00	100	0	20	59	11
200	2023-07-10	0533-14	Узгодження, перевірка, друк і здача в ТВ	ГМ17.245.191.00-150	Плита	1	1	1.00	0.50	100	0	160	59	11
201	2023-07-11	0533-14	Розробка креслення рама фундаментная	ГМ17.245.190.00-150 СБ	Рама фундаментная	4	3	12.00	7.40	100	0	20	59	1
202	2023-07-11	0533-14	Оформлення С/З на передачу КД в ТВ	Службова записка №69-08/00562	Службова записка №69-08/00562 від 11.07.2023 р.	1	1	1.00	0.20	100	0	360	59	12
203	2023-07-11	0533-14	Розробка і запуск зведеної специфікації стойки насоса	ГМ17.245.192.00-150 ССПКPDF	Стойка насоса	2	14	28.00	0.20	100	0	120	59	1
204	2023-07-11	0533-14	Розробка і запуск зведеної специфікації плити	ГМ17.245.191.00-150 ССПКPDF	Плита	2	2	4.00	0.20	100	0	120	59	1
205	2023-07-10	ПР0005	Проверка 3D-модели проточной части корпуса насоса 14М-8х4	–	–	0	0	0.00	8.00	25	0	110	19	11
206	2023-07-11	ПР0005	Проверка 3D-модели проточной части корпуса насоса 14М-8х4	–	–	0	0	0.00	8.00	25	0	110	19	11
207	2023-07-11	0863-35	См. служебную записку № сл-ОГК- от 12.07.2023г.	№ сл-ОГК- от 12.07.2023г.	–	0	0	0.00	4.00	100	0	360	44	13
208	2023-07-11	0864-23	См. служебную записку № сл-ОГК- от 12.07.2023г.	№ сл-ОГК- от 12.07.2023г.	–	0	0	0.00	4.00	100	0	360	44	13
209	2023-07-11	ПР0005	подготовка извещений	НЄМ.56973	–Извещение об изменении	1	1	1.00	0.50	100	0	330	27	2
210	2023-07-11	ПР0005	проработка извещений	–НЄМ.56975	–Извещение об изменении	1	1	1.00	0.50	100	0	330	27	2
212	2023-07-11	0941-726	проверка КД	Н06.20,00,00-85 МЧ	–Монтажный чертеж	1	20	16.00	3.50	80	0	50	27	11
213	2023-07-11	0864-23	Розробка креслення насоса	РН18.078.10.00 СБ	Насос КсВ 1250-45	8	2	4.80	6.00	30	0	20	43	1
215	2023-07-11	0941-726	устранение ошибок в МЧ	–Н06.20.00.00-85 МЧ	–Монтажный чертеж	1	20	19.00	4.00	95	0	50	27	1
216	2023-07-11	0941-726	устранение ошибок в МЧ	–Н06.20.00.00-85 МЧ	–Монтажный чертеж	1	20	19.00	4.00	95	0	50	27	1
217	2023-07-11	0941-726	устранение ошибок в МЧ	–Н06.20.00.00-85 МЧ	–Монтажный чертеж	1	20	19.00	4.00	95	0	50	27	1
218	2023-07-11	0941-726	устранение ошибок в МЧ	–Н06.20.00.00-85 МЧ	–Монтажный чертеж	1	20	19.00	3.00	95	0	50	27	1
219	2023-07-11	0941-726	устранение ошибок в МЧ	–Н06.20.00.00-85 МЧ	–Монтажный чертеж	1	20	19.00	3.00	95	0	50	27	1
220	2023-07-12	0533-14	Перевірка креслення кришки	ГМ17.245.190.02-150	Кришка	1	1	1.00	1.00	100	0	10	59	11
221	2023-07-12	0533-14	Перевірка креслення перемички	ГМ17.245.190.01-150	Перемичка	2	1	2.00	1.00	100	0	10	59	11
222	2023-07-12	0533-14	Перевірка специфікації рама фундаментная	ГМ17.245.190.00-150	Рама фундаментная	1	2	2.00	1.00	100	0	160	59	11
223	2023-07-12	0533-14	Перевірка креслення рама фундаментная	ГМ17.245.190.00-150 СБ	Рама фундаментная	4	3	6.00	4.50	50	0	20	59	11
224	2023-07-12	0864-23	Розробка креслення насоса	РН18.078.10.00 СБ	Насос КсВ 1250-45	8	2	16.00	8.00	100	0	20	43	1
226	2023-07-10	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос Пє 240	4	4	1.60	8.00	10	0	20	54	1
227	2023-07-11	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос Пє 240	4	4	1.60	6.00	10	0	20	54	1
231	2023-07-11	0533-14	Закупка  комплектуючих	–	–	1	1	1.00	1.50	100	0	360	54	12
232	2023-07-11	0533-14	Доступ до креслень для сповіщення	–	–	1	1	1.00	0.50	100	0	360	54	12
233	2023-07-12	ПР0005	Участь у нараді з питань ПЗ "Розподіл робочого часу"	–	–	0	0	0.00	0.50	100	0	390	59	9
234	2023-07-12	ПР0005	Про запровадження обліку	–	–	0	0	0.00	0.50	100	0	390	54	9
235	2023-07-12	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос Пє 240	4	4	1.60	7.50	10	0	20	54	1
236	2023-07-12	ПР0002	Разработка РЭ	–Н06.14.00.00 РЭ	–Руководство по эксплуатации	1	56	25.20	6.00	45	0	270	27	1
237	2023-07-05	ПР0005	программа учета рабочего времени	–	–	0	0	0.00	1.00	100	0	390	27	9
238	2023-07-12	ПР0005	программа учета рабочего времени	–	–	0	0	0.00	1.00	100	0	390	27	9
239	2023-07-13	ПР0005	Надання інформації по ЦНСн 315	–	–	0	0	0.00	1.00	100	0	460	54	7
240	2023-07-13	0533-14	Перевірка креслення рама фундаментная	ГМ17.245.190.00-150 СБ	Рама фундаментная	4	3	9.60	8.00	80	0	20	59	11
241	2023-07-13	0533-14	Внесееня змін до КД	–	–	1	1	1.00	4.00	100	0	250	54	2
242	2023-07-13	0533-14	Специфікація	–ГМ17.245.41.100.00	–Насос Пє 240	1	27	5.40	3.00	20	0	160	54	1
243	2023-07-12	ПР0001	Выдача рекомендаций по проточной части и построение характеристики	–	–	0	0	0.00	4.00	30	0	360	19	7
244	2023-07-12	ПР0003	Прорисовка проточной части ПЭ 580 в габаритах проточной части ЦНСн 315	–	–	0	0	0.00	4.00	10	0	100	19	12
245	2023-07-13	ПР0001	Выдача рекомендаций по проточной части и построение характеристики	–	–	0	0	0.00	4.00	30	0	360	19	7
246	2023-07-13	ПР0003	Прорисовка проточной части ПЭ 580 в габаритах проточной части ЦНСн 315	–	–	0	0	0.00	4.00	10	0	100	19	12
247	2023-07-13	0863-35	Корректировка документации по замечаниям согласующих	РН18.079.40.00 СБ, РН18.079.40.00	–	4	3	12.00	8.00	100	0	20	44	1
248	2023-07-13	0864-23	Розробка креслення насоса	РН18.078.10.00 СБ	Насос КсВ 1250-45	8	2	16.00	8.00	100	0	20	43	1
251	2023-07-14	0864-23	Корректировка документации по замечаниям согласующих	РН18.078.40.00 СБ, РН18.078.40.00	–	4	3	12.00	8.00	100	0	20	44	1
252	2023-07-14	0864-23	Розробка креслення насоса	РН18.078.10.00 СБ	Насос КсВ 1250-45	8	2	16.00	8.00	100	0	20	43	1
254	2023-07-14	0533-14	Перевірка креслення рама фундаментная	ГМ17.245.190.00-150 СБ	Рама фундаментная	4	3	12.00	8.00	100	0	20	59	11
255	2023-07-14	0533-14	Специфікація	–ГМ17.245.41.100.00	–Насос Пє 240	1	27	13.50	6.00	50	0	160	54	1
256	2023-07-14	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос Пє 240	4	4	1.60	2.00	10	0	20	54	1
257	2023-07-18	0864-23	Розробка паспорта насоса	РН18.078.00.00 ПС	Насос КсВ 1250-45	1	10	2.50	8.00	25	0	260	43	1
259	2023-07-17	ПР0002	Опрацювання службової записки ІМЦ №43/16-ОМ-00203	–	–	0	0	0.00	1.00	100	0	390	59	12
260	2023-07-17	ПР0005	вопросы по качеству изготовления колес рабочих	–	–	0	0	0.00	0.80	90	0	390	27	3
261	2023-07-17	ПР0005	ответ за запрос ИМЦ в телефонном режиме	–	–	0	0	0.00	0.40	100	0	390	27	12
262	2023-07-17	ПР0002	Разработка РЭ	–Н06.14.00.00 РЭ	–Руководство по эксплуатации	1	56	39.20	5.80	70	0	270	27	1
263	2023-07-17	0863-35	Розробка документації	РН18.079.00.00 РЭ	–	1	60	3.00	8.00	5	0	270	44	1
264	2023-07-17	0533-14	Корегування креслення рама фундаментная	ГМ17.245.190.00-150 СБ	Рама фундаментная	4	3	12.00	7.00	100	0	20	59	11
265	2023-07-17	0533-14	Специфікація	–ГМ17.245.41.100.00	–Насос Пє 240	1	27	8.10	3.00	30	0	160	54	1
266	2023-07-17	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос ПЭ 240	4	4	1.60	4.00	10	0	20	54	1
267	2023-07-17	0533-14	Надання інформації по ЦНСн 315	–	–	0	0	0.00	1.00	100	0	460	54	7
268	2023-07-17	ПР0001	Выдача рекомендаций по проточной части и построение характеристики	–	–	0	0	0.00	4.00	40	0	360	19	7
269	2023-07-17	ПР0003	Прорисовка проточной части ПЭ 580 в габаритах проточной части ЦНСн 315	–	–	0	0	0.00	4.00	20	0	100	19	12
270	2023-07-18	ПР0003	Прорисовка проточной части ПЭ 580 в габаритах проточной части ЦНСн 315	–	–	0	0	0.00	8.00	30	0	100	19	12
271	2023-07-18	0533-14	Узгодження креслення з технологічними службами	ГМ17.245.190.00-150 СБ	Рама фундаментная	4	3	12.00	8.00	100	0	20	59	11
272	2023-07-18	0863-35	Розробка документації	РН18.079.00.00 РЭ	–	1	60	3.00	8.00	5	0	270	44	1
273	2023-04-01	ПР0003	оформлення складального креслення	12	123e	0	0	0.00	3.00	100	0	10	65	1
274	2023-04-01	ПР0003	оформлення складального креслення	12	123e	0	0	0.00	3.00	100	0	10	65	1
275	2023-04-01	ПР0003	оформлення складального креслення	12	123e	0	0	0.00	3.00	100	0	10	65	1
276	2023-07-18	0533-14	Комплектующие - ОМТО	–	–	0	0	0.00	2.00	100	0	460	54	7
277	2023-07-18	0533-14	Складальне креслення насоса	–ГМ17.245.41.100.00 СБ	–Насос ПЭ 240	4	4	4.80	6.00	30	0	20	54	11
278	2023-07-18	ПР0005	возможность применения р/к при несоответствии размеров требованиям чертежа	–	–	0	0	0.00	1.40	90	0	390	27	12
279	2023-07-18	ПР0005	консультация по насосам СВН в телефонном режиме	–	–	0	0	0.00	0.40	100	0	390	27	12
280	2023-07-18	ПР0002	консультация по комплектности поставки насосов Д 6300-80-2	–	–	0	0	0.00	0.20	100	0	390	27	12
281	2023-07-18	ПР0002	Разработка РЭ	–Н06.14.00.00 РЭ	–Руководство по эксплуатации	1	56	47.60	4.40	85	0	270	27	1
282	2023-07-18	ПР0005	программа учета рабочего времени	–	–	0	0	0.00	0.60	100	0	390	27	12
